start_s,end_s,duration_s,pitch_midi,pitch_name,pitch_hz,velocity,confidence
64.7899,64.8944,0.1045,52,E3,164.814,46,0.3593
64.6622,64.7319,0.0697,65,F4,349.228,35,0.2735
64.4765,64.7667,0.2902,60,C4,261.626,54,0.4272
64.2326,64.6390,0.4063,50,D3,146.832,66,0.5218
63.9888,64.2326,0.2438,57,A3,220.000,57,0.4524
63.9772,64.6042,0.6269,45,A2,110.000,55,0.4327
63.7799,63.9540,0.1741,47,B2,123.471,57,0.4452
63.4999,63.6870,0.1870,50,D3,146.832,65,0.5146
63.3374,63.4419,0.1045,64,E4,329.628,42,0.3300
63.3374,63.5115,0.1741,52,E3,164.814,76,0.6021
63.2097,63.3374,0.1277,53,F3,174.614,53,0.4209
62.9310,63.0936,0.1625,57,A3,220.000,67,0.5260
62.7685,62.9194,0.1509,59,B3,246.942,61,0.4789
62.7569,62.8498,0.0929,71,B4,493.883,34,0.2674
62.6060,62.7105,0.1045,60,C4,261.626,44,0.3462
62.4666,62.6060,0.1393,62,D4,293.665,64,0.5060
62.3157,62.4318,0.1161,64,E4,329.628,53,0.4155
62.1067,62.5711,0.4644,53,F3,174.614,56,0.4432
62.0951,62.3157,0.2206,65,F4,349.228,58,0.4543
61.8745,62.4318,0.5573,57,A3,220.000,76,0.5957
61.5959,61.9790,0.3831,50,D3,146.832,64,0.5074
61.3160,61.8745,0.5586,57,A3,220.000,59,0.4614
61.1883,61.4901,0.3019,64,E4,329.628,61,0.4823
61.0373,61.3160,0.2786,57,A3,220.000,72,0.5691
